Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,213039,-,-,-,33.97,-117.74,-8,294,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,DNI,GHI
2006,1,1,0,30,10.8,3,0,0
2006,1,1,1,30,10.600000000000001,7,0,0
2006,1,1,2,30,10.5,4,0,0
2006,1,1,3,30,10.4,7,0,0
2006,1,1,4,30,10.200000000000001,7,0,0
2006,1,1,5,30,9.8,7,0,0
2006,1,1,6,30,9.700000000000001,7,0,0
2006,1,1,7,30,10.200000000000001,7,9,43
2006,1,1,8,30,11.100000000000001,8,49,143
2006,1,1,9,30,11.9,7,34,193
2006,1,1,10,30,12.600000000000001,6,1,104
2006,1,1,11,30,13.4,6,4,157
2006,1,1,12,30,14.3,7,18,214
2006,1,1,13,30,14.600000000000001,7,3,111
2006,1,1,14,30,14.200000000000001,4,0,101
2006,1,1,15,30,13,8,2,51
2006,1,1,16,30,11.5,8,0,17
2006,1,1,17,30,10.9,7,0,0
2006,1,1,18,30,11,7,0,0
2006,1,1,19,30,11.3,8,0,0
2006,1,1,20,30,11.8,1,0,0
2006,1,1,21,30,12.3,1,0,0
2006,1,1,22,30,12.8,3,0,0
2006,1,1,23,30,13,1,0,0
2006,1,2,0,30,13.200000000000001,1,0,0
2006,1,2,1,30,13.200000000000001,4,0,0
2006,1,2,2,30,13.3,4,0,0
2006,1,2,3,30,13.200000000000001,7,0,0
2006,1,2,4,30,13.100000000000001,7,0,0
2006,1,2,5,30,12.9,7,0,0
2006,1,2,6,30,12.8,7,0,0
2006,1,2,7,30,12.9,7,0,15
2006,1,2,8,30,13,7,95,157
2006,1,2,9,30,13.3,7,0,9
2006,1,2,10,30,13.700000000000001,7,0,25
2006,1,2,11,30,14,6,0,44
2006,1,2,12,30,14,7,2,118
2006,1,2,13,30,13.700000000000001,8,54,252
2006,1,2,14,30,13.100000000000001,7,70,210
2006,1,2,15,30,12,4,0,10
2006,1,2,16,30,10.9,3,0,9
2006,1,2,17,30,10.200000000000001,1,0,0
2006,1,2,18,30,9.8,4,0,0
2006,1,2,19,30,9.600000000000001,4,0,0
2006,1,2,20,30,9.3,1,0,0
2006,1,2,21,30,8.9,1,0,0
2006,1,2,22,30,8.6,0,0,0
2006,1,2,23,30,8.4,1,0,0
2006,1,3,0,30,8.200000000000001,3,0,0
2006,1,3,1,30,7.800000000000001,0,0,0
2006,1,3,2,30,7.4,1,0,0
2006,1,3,3,30,7,0,0,0
