Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,145533,-,-,-,39.77,-121.86,-8,65,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,GHI,DNI,Cloud Type,Temperature
2006,1,1,0,30,0,0,1,8.6
2006,1,1,1,30,0,0,7,8.700000000000001
2006,1,1,2,30,0,0,7,8.8
2006,1,1,3,30,0,0,7,8.8
2006,1,1,4,30,0,0,7,8.8
2006,1,1,5,30,0,0,7,8.700000000000001
2006,1,1,6,30,0,0,7,8.700000000000001
2006,1,1,7,30,0,0,7,9
2006,1,1,8,30,6,0,7,9.4
2006,1,1,9,30,77,4,7,9.5
2006,1,1,10,30,6,0,8,9.4
2006,1,1,11,30,46,0,7,9.3
2006,1,1,12,30,136,10,7,9
2006,1,1,13,30,19,0,7,8.5
2006,1,1,14,30,52,0,7,8.1
2006,1,1,15,30,18,0,6,7.6000000000000005
2006,1,1,16,30,12,0,6,7
2006,1,1,17,30,0,0,7,7
2006,1,1,18,30,0,0,7,7.2
2006,1,1,19,30,0,0,6,7.5
2006,1,1,20,30,0,0,6,7.6000000000000005
2006,1,1,21,30,0,0,7,7.5
2006,1,1,22,30,0,0,7,7.5
2006,1,1,23,30,0,0,7,7.4
2006,1,2,0,30,0,0,7,7.300000000000001
2006,1,2,1,30,0,0,6,7.4
2006,1,2,2,30,0,0,6,7.5
2006,1,2,3,30,0,0,6,7.6000000000000005
2006,1,2,4,30,0,0,6,7.6000000000000005
2006,1,2,5,30,0,0,7,7.7
2006,1,2,6,30,0,0,6,7.9
2006,1,2,7,30,0,0,7,8.3
2006,1,2,8,30,10,0,6,8.9
2006,1,2,9,30,51,1,6,9.4
2006,1,2,10,30,30,0,7,9.600000000000001
2006,1,2,11,30,202,32,7,9.700000000000001
2006,1,2,12,30,49,0,6,10
2006,1,2,13,30,66,0,6,10.100000000000001
2006,1,2,14,30,130,13,7,10
2006,1,2,15,30,102,25,8,9.4
2006,1,2,16,30,22,1,7,8.700000000000001
2006,1,2,17,30,0,0,7,8.3
2006,1,2,18,30,0,0,7,8.200000000000001
2006,1,2,19,30,0,0,0,8
2006,1,2,20,30,0,0,0,7.4
2006,1,2,21,30,0,0,0,6.2
2006,1,2,22,30,0,0,0,5.6000000000000005
2006,1,2,23,30,0,0,0,5.9
2006,1,3,0,30,0,0,7,6.4
2006,1,3,1,30,0,0,1,6.7
2006,1,3,2,30,0,0,4,6.800000000000001
2006,1,3,3,30,0,0,8,7
2006,1,3,4,30,0,0,7,7
2006,1,3,5,30,0,0,7,7.1000000000000005
2006,1,3,6,30,0,0,6,7.2
2006,1,3,7,30,0,0,7,7.300000000000001
2006,1,3,8,30,22,0,6,7.7
2006,1,3,9,30,27,0,6,8.200000000000001
2006,1,3,10,30,100,3,7,8.9
2006,1,3,11,30,49,0,6,9.4
2006,1,3,12,30,35,0,6,9.600000000000001
2006,1,3,13,30,9,0,7,9.600000000000001
2006,1,3,14,30,51,0,6,9.3
2006,1,3,15,30,26,0,6,9.1
2006,1,3,16,30,13,0,6,8.8
2006,1,3,17,30,0,0,7,8.700000000000001
2006,1,3,18,30,0,0,7,8.5
2006,1,3,19,30,0,0,8,8.4
2006,1,3,20,30,0,0,8,8.4
2006,1,3,21,30,0,0,8,8.3
2006,1,3,22,30,0,0,7,8.4
2006,1,3,23,30,0,0,7,8.5
2006,1,4,0,30,0,0,7,8.8
2006,1,4,1,30,0,0,7,9.1
2006,1,4,2,30,0,0,1,9.4
2006,1,4,3,30,0,0,0,9.5
2006,1,4,4,30,0,0,8,9.600000000000001
2006,1,4,5,30,0,0,1,9.700000000000001
2006,1,4,6,30,0,0,4,9.8
2006,1,4,7,30,0,0,6,10.100000000000001
2006,1,4,8,30,40,1,6,11.200000000000001
2006,1,4,9,30,231,428,7,12.700000000000001
2006,1,4,10,30,271,130,2,14.100000000000001
2006,1,4,11,30,334,296,8,15.100000000000001
2006,1,4,12,30,456,835,0,15.8
2006,1,4,13,30,412,815,0,16
2006,1,4,14,30,318,761,0,15.600000000000001
2006,1,4,15,30,184,636,0,14.100000000000001
2006,1,4,16,30,42,318,0,12
2006,1,4,17,30,0,0,0,10.700000000000001
2006,1,4,18,30,0,0,0,10
2006,1,4,19,30,0,0,0,9.600000000000001
2006,1,4,20,30,0,0,7,9.3
2006,1,4,21,30,0,0,7,8.9
2006,1,4,22,30,0,0,7,8.700000000000001
2006,1,4,23,30,0,0,1,8.5
2006,1,5,0,30,0,0,0,8.3
2006,1,5,1,30,0,0,0,8.200000000000001
2006,1,5,2,30,0,0,3,8.1
2006,1,5,3,30,0,0,1,8.200000000000001
2006,1,5,4,30,0,0,7,8.200000000000001
2006,1,5,5,30,0,0,4,8.3
2006,1,5,6,30,0,0,4,8.4
2006,1,5,7,30,0,0,7,9.4
2006,1,5,8,30,82,25,7,11.5
2006,1,5,9,30,185,133,7,13.600000000000001
2006,1,5,10,30,299,359,8,15.3
2006,1,5,11,30,352,238,3,16.3
2006,1,5,12,30,473,865,1,16.900000000000002
2006,1,5,13,30,426,836,1,17
2006,1,5,14,30,261,328,8,16.400000000000002
2006,1,5,15,30,142,116,8,14.700000000000001
2006,1,5,16,30,29,3,7,13
2006,1,5,17,30,0,0,8,12.100000000000001
2006,1,5,18,30,0,0,7,11.8
2006,1,5,19,30,0,0,7,11.5
2006,1,5,20,30,0,0,7,11.3
2006,1,5,21,30,0,0,7,11
2006,1,5,22,30,0,0,8,10.9
2006,1,5,23,30,0,0,7,10.9
2006,1,6,0,30,0,0,7,10.9
2006,1,6,1,30,0,0,7,10.9
2006,1,6,2,30,0,0,7,10.9
2006,1,6,3,30,0,0,7,10.8
2006,1,6,4,30,0,0,7,10.700000000000001
2006,1,6,5,30,0,0,7,10.700000000000001
2006,1,6,6,30,0,0,7,10.8
2006,1,6,7,30,0,0,7,11.3
2006,1,6,8,30,69,11,7,12.700000000000001
2006,1,6,9,30,117,17,7,14.600000000000001
2006,1,6,10,30,168,20,7,16
2006,1,6,11,30,289,132,7,16.5
2006,1,6,12,30,378,430,8,16.7
2006,1,6,13,30,272,61,4,16.900000000000002
2006,1,6,14,30,186,20,4,16.400000000000002
2006,1,6,15,30,180,401,7,14.5
2006,1,6,16,30,31,5,7,12.4
2006,1,6,17,30,0,0,7,11.200000000000001
2006,1,6,18,30,0,0,7,10.5
2006,1,6,19,30,0,0,7,9.8
2006,1,6,20,30,0,0,7,9.600000000000001
2006,1,6,21,30,0,0,7,9.700000000000001
2006,1,6,22,30,0,0,7,10
2006,1,6,23,30,0,0,6,10.3
2006,1,7,0,30,0,0,7,10.600000000000001
2006,1,7,1,30,0,0,6,10.4
2006,1,7,2,30,0,0,8,9.9
2006,1,7,3,30,0,0,4,9.3
2006,1,7,4,30,0,0,0,8.6
2006,1,7,5,30,0,0,3,8.1
2006,1,7,6,30,0,0,1,7.9
2006,1,7,7,30,0,0,3,8.8
2006,1,7,8,30,35,0,3,10.200000000000001
2006,1,7,9,30,61,0,2,11.200000000000001
2006,1,7,10,30,63,1,7,12.200000000000001
2006,1,7,11,30,237,63,8,12.9
2006,1,7,12,30,208,36,8,13.200000000000001
2006,1,7,13,30,231,78,7,13.200000000000001
2006,1,7,14,30,125,2,4,12.9
2006,1,7,15,30,185,554,0,12
2006,1,7,16,30,17,0,4,10.8
2006,1,7,17,30,0,0,4,10
2006,1,7,18,30,0,0,1,9.5
2006,1,7,19,30,0,0,0,8.9
2006,1,7,20,30,0,0,0,8.3
2006,1,7,21,30,0,0,0,7.800000000000001
2006,1,7,22,30,0,0,0,7.4
2006,1,7,23,30,0,0,0,7.2
2006,1,8,0,30,0,0,8,7.1000000000000005
2006,1,8,1,30,0,0,7,7.2
2006,1,8,2,30,0,0,0,7
2006,1,8,3,30,0,0,0,6.4
2006,1,8,4,30,0,0,0,5.800000000000001
2006,1,8,5,30,0,0,4,5.4
2006,1,8,6,30,0,0,1,5.2
2006,1,8,7,30,0,0,4,6.2
2006,1,8,8,30,63,1,4,8.6
2006,1,8,9,30,197,96,3,10.8
2006,1,8,10,30,390,795,0,12.4
2006,1,8,11,30,461,838,0,13
2006,1,8,12,30,367,234,2,12.600000000000001
2006,1,8,13,30,299,177,7,12
2006,1,8,14,30,206,71,7,11.600000000000001
2006,1,8,15,30,106,22,8,10.4
2006,1,8,16,30,49,305,0,8.3
2006,1,8,17,30,0,0,3,7.4
2006,1,8,18,30,0,0,0,7.1000000000000005
2006,1,8,19,30,0,0,0,6.800000000000001
2006,1,8,20,30,0,0,0,6.5
2006,1,8,21,30,0,0,0,6.1000000000000005
2006,1,8,22,30,0,0,0,5.9
2006,1,8,23,30,0,0,0,5.800000000000001
2006,1,9,0,30,0,0,0,5.6000000000000005
2006,1,9,1,30,0,0,0,5.4
2006,1,9,2,30,0,0,0,5.2
2006,1,9,3,30,0,0,0,4.9
2006,1,9,4,30,0,0,0,4.7
2006,1,9,5,30,0,0,0,4.5
2006,1,9,6,30,0,0,0,4.7
2006,1,9,7,30,0,0,4,6
2006,1,9,8,30,64,1,4,8.3
2006,1,9,9,30,272,680,1,10.200000000000001
2006,1,9,10,30,392,774,0,11.4
2006,1,9,11,30,463,809,0,12
2006,1,9,12,30,476,809,0,12.100000000000001
2006,1,9,13,30,369,424,8,12.200000000000001
2006,1,9,14,30,267,266,7,11.9
2006,1,9,15,30,163,184,8,10.4
2006,1,9,16,30,35,4,7,8.4
2006,1,9,17,30,0,0,7,7.9
2006,1,9,18,30,0,0,7,7.9
2006,1,9,19,30,0,0,7,7.6000000000000005
2006,1,9,20,30,0,0,7,7.300000000000001
2006,1,9,21,30,0,0,7,6.9
2006,1,9,22,30,0,0,0,6.6000000000000005
2006,1,9,23,30,0,0,7,6.5
2006,1,10,0,30,0,0,1,6.7
2006,1,10,1,30,0,0,4,7
2006,1,10,2,30,0,0,7,6.9
2006,1,10,3,30,0,0,7,6.800000000000001
2006,1,10,4,30,0,0,4,6.800000000000001
2006,1,10,5,30,0,0,7,6.9
2006,1,10,6,30,0,0,7,7
2006,1,10,7,30,0,0,8,7.6000000000000005
2006,1,10,8,30,34,0,4,8.8
2006,1,10,9,30,169,30,4,10
2006,1,10,10,30,77,0,4,10.9
2006,1,10,11,30,40,0,4,11.4
2006,1,10,12,30,213,33,7,11.700000000000001
2006,1,10,13,30,64,0,8,11.9
2006,1,10,14,30,55,0,6,11.700000000000001
2006,1,10,15,30,32,0,7,10.9
2006,1,10,16,30,9,0,7,10.3
2006,1,10,17,30,0,0,6,10
2006,1,10,18,30,0,0,7,9.9
2006,1,10,19,30,0,0,6,9.9
2006,1,10,20,30,0,0,6,10.100000000000001
2006,1,10,21,30,0,0,6,10.3
2006,1,10,22,30,0,0,7,10.5
2006,1,10,23,30,0,0,7,10.4
2006,1,11,0,30,0,0,7,10.5
2006,1,11,1,30,0,0,7,10.5
2006,1,11,2,30,0,0,7,10.5
2006,1,11,3,30,0,0,8,10.600000000000001
2006,1,11,4,30,0,0,7,10.700000000000001
2006,1,11,5,30,0,0,6,10.8
2006,1,11,6,30,0,0,7,10.9
2006,1,11,7,30,0,0,7,10.9
2006,1,11,8,30,9,0,6,11.200000000000001
2006,1,11,9,30,79,4,7,11.700000000000001
2006,1,11,10,30,179,36,7,12.3
2006,1,11,11,30,32,0,4,12.700000000000001
2006,1,11,12,30,125,4,7,13
2006,1,11,13,30,17,0,4,13.3
2006,1,11,14,30,92,0,4,13.3
2006,1,11,15,30,29,0,7,12.5
2006,1,11,16,30,28,1,7,11.3
2006,1,11,17,30,0,0,8,10.200000000000001
2006,1,11,18,30,0,0,4,9.3
2006,1,11,19,30,0,0,7,8.5
2006,1,11,20,30,0,0,0,7.9
2006,1,11,21,30,0,0,0,7.4
2006,1,11,22,30,0,0,0,7.1000000000000005
2006,1,11,23,30,0,0,4,7
2006,1,12,0,30,0,0,8,6.800000000000001
2006,1,12,1,30,0,0,7,6.5
2006,1,12,2,30,0,0,4,6.1000000000000005
2006,1,12,3,30,0,0,0,5.6000000000000005
2006,1,12,4,30,0,0,0,5.2
2006,1,12,5,30,0,0,4,5.2
2006,1,12,6,30,0,0,1,5.7
2006,1,12,7,30,0,0,4,7.300000000000001
2006,1,12,8,30,21,0,4,9.600000000000001
2006,1,12,9,30,269,677,0,11.700000000000001
2006,1,12,10,30,128,1,4,13.4
2006,1,12,11,30,285,122,8,14.600000000000001
2006,1,12,12,30,370,337,7,15
2006,1,12,13,30,286,131,7,14.8
2006,1,12,14,30,228,99,7,14.100000000000001
2006,1,12,15,30,130,17,4,12.8
2006,1,12,16,30,27,1,7,11.4
2006,1,12,17,30,0,0,7,10.600000000000001
2006,1,12,18,30,0,0,6,10.4
2006,1,12,19,30,0,0,7,10.3
2006,1,12,20,30,0,0,7,9.9
2006,1,12,21,30,0,0,4,9.4
2006,1,12,22,30,0,0,4,9.1
2006,1,12,23,30,0,0,4,8.8
2006,1,13,0,30,0,0,4,8.6
2006,1,13,1,30,0,0,8,8.5
2006,1,13,2,30,0,0,4,8.4
2006,1,13,3,30,0,0,8,8.200000000000001
2006,1,13,4,30,0,0,7,8.1
2006,1,13,5,30,0,0,7,8.200000000000001
2006,1,13,6,30,0,0,8,8.4
2006,1,13,7,30,0,0,8,9.3
2006,1,13,8,30,61,5,8,10.600000000000001
2006,1,13,9,30,11,0,8,11.8
2006,1,13,10,30,38,0,8,12.9
2006,1,13,11,30,30,0,7,13.5
2006,1,13,12,30,77,1,7,13.700000000000001
2006,1,13,13,30,63,0,7,13.600000000000001
2006,1,13,14,30,81,1,7,13
2006,1,13,15,30,40,0,6,12.100000000000001
2006,1,13,16,30,11,0,6,11.3
2006,1,13,17,30,0,0,6,11.100000000000001
2006,1,13,18,30,0,0,6,11.100000000000001
2006,1,13,19,30,0,0,7,10.9
2006,1,13,20,30,0,0,6,10.700000000000001
2006,1,13,21,30,0,0,6,10.600000000000001
2006,1,13,22,30,0,0,6,10.5
2006,1,13,23,30,0,0,7,10.700000000000001
2006,1,14,0,30,0,0,7,10.9
2006,1,14,1,30,0,0,6,10.9
2006,1,14,2,30,0,0,6,10.4
2006,1,14,3,30,0,0,6,9.5
2006,1,14,4,30,0,0,6,8.4
2006,1,14,5,30,0,0,6,7.6000000000000005
2006,1,14,6,30,0,0,6,7.2
2006,1,14,7,30,0,0,8,7.2
2006,1,14,8,30,5,0,4,7.5
2006,1,14,9,30,14,0,6,7.800000000000001
2006,1,14,10,30,49,0,6,7.9
2006,1,14,11,30,60,0,6,8
2006,1,14,12,30,130,4,6,8.200000000000001
2006,1,14,13,30,9,0,6,8.6
2006,1,14,14,30,121,7,8,8.8
2006,1,14,15,30,41,1,7,8.200000000000001
2006,1,14,16,30,35,4,7,7.300000000000001
2006,1,14,17,30,0,0,8,6.7
2006,1,14,18,30,0,0,7,6.2
2006,1,14,19,30,0,0,7,5.800000000000001
2006,1,14,20,30,0,0,1,5.300000000000001
2006,1,14,21,30,0,0,1,4.4
2006,1,14,22,30,0,0,1,3.3000000000000003
2006,1,14,23,30,0,0,1,2.5
2006,1,15,0,30,0,0,0,1.9000000000000001
2006,1,15,1,30,0,0,0,1.4000000000000001
2006,1,15,2,30,0,0,0,0.9
2006,1,15,3,30,0,0,0,0.5
2006,1,15,4,30,0,0,0,0.2
2006,1,15,5,30,0,0,0,-0.1
2006,1,15,6,30,0,0,1,-0.2
2006,1,15,7,30,0,0,1,1
2006,1,15,8,30,145,659,0,3.4000000000000004
2006,1,15,9,30,304,830,0,5.5
2006,1,15,10,30,430,898,0,7.4
2006,1,15,11,30,507,932,0,8.8
2006,1,15,12,30,524,938,0,9.4
2006,1,15,13,30,481,922,0,9.600000000000001
2006,1,15,14,30,378,857,0,9.200000000000001
2006,1,15,15,30,178,173,10,7.6000000000000005
2006,1,15,16,30,45,2,4,5.5
2006,1,15,17,30,0,0,4,4.4
2006,1,15,18,30,0,0,1,4
2006,1,15,19,30,0,0,0,3.6
2006,1,15,20,30,0,0,0,3.2
2006,1,15,21,30,0,0,0,2.8000000000000003
2006,1,15,22,30,0,0,4,2.9000000000000004
2006,1,15,23,30,0,0,4,3.2
2006,1,16,0,30,0,0,4,2.9000000000000004
2006,1,16,1,30,0,0,8,2.6
2006,1,16,2,30,0,0,7,2.5
2006,1,16,3,30,0,0,7,2.6
2006,1,16,4,30,0,0,8,2.8000000000000003
2006,1,16,5,30,0,0,7,2.9000000000000004
2006,1,16,6,30,0,0,8,2.9000000000000004
2006,1,16,7,30,0,0,7,3.9000000000000004
2006,1,16,8,30,6,0,7,5.9
2006,1,16,9,30,120,16,7,7.2
2006,1,16,10,30,27,0,6,7.800000000000001
2006,1,16,11,30,145,6,6,8.1
2006,1,16,12,30,232,32,6,8.6
2006,1,16,13,30,268,97,7,8.8
2006,1,16,14,30,243,76,4,8.4
2006,1,16,15,30,75,5,7,7.800000000000001
2006,1,16,16,30,24,0,6,7.300000000000001
2006,1,16,17,30,0,0,7,7.1000000000000005
2006,1,16,18,30,0,0,7,7
2006,1,16,19,30,0,0,7,7.2
2006,1,16,20,30,0,0,7,7.300000000000001
2006,1,16,21,30,0,0,6,7.5
2006,1,16,22,30,0,0,7,7.5
2006,1,16,23,30,0,0,7,7.5
2006,1,17,0,30,0,0,7,7.4
2006,1,17,1,30,0,0,7,7.300000000000001
2006,1,17,2,30,0,0,7,7.300000000000001
2006,1,17,3,30,0,0,6,7.2
2006,1,17,4,30,0,0,7,7.2
2006,1,17,5,30,0,0,7,7.300000000000001
2006,1,17,6,30,0,0,7,7.300000000000001
2006,1,17,7,30,0,0,7,7.4
2006,1,17,8,30,68,9,7,7.7
2006,1,17,9,30,199,157,7,8.1
2006,1,17,10,30,66,0,6,8.6
2006,1,17,11,30,117,2,6,9
2006,1,17,12,30,86,1,6,9.600000000000001
2006,1,17,13,30,30,0,6,10.100000000000001
2006,1,17,14,30,40,0,7,10.100000000000001
2006,1,17,15,30,4,0,6,9.700000000000001
2006,1,17,16,30,22,0,7,9.1
2006,1,17,17,30,0,0,6,8.9
2006,1,17,18,30,0,0,7,8.9
2006,1,17,19,30,0,0,7,8.9
2006,1,17,20,30,0,0,7,8.9
2006,1,17,21,30,0,0,7,8.8
2006,1,17,22,30,0,0,7,8.5
2006,1,17,23,30,0,0,7,8.200000000000001
2006,1,18,0,30,0,0,4,8
2006,1,18,1,30,0,0,3,7.7
2006,1,18,2,30,0,0,4,7.5
2006,1,18,3,30,0,0,7,7.4
2006,1,18,4,30,0,0,7,7.300000000000001
2006,1,18,5,30,0,0,7,7.2
2006,1,18,6,30,0,0,6,7
2006,1,18,7,30,0,0,7,7.1000000000000005
2006,1,18,8,30,17,0,7,7.5
2006,1,18,9,30,288,704,1,8.3
2006,1,18,10,30,198,39,7,9.200000000000001
2006,1,18,11,30,420,485,7,9.9
2006,1,18,12,30,359,225,7,10.200000000000001
2006,1,18,13,30,143,7,7,10.3
2006,1,18,14,30,193,56,8,10
2006,1,18,15,30,231,666,0,9.1
2006,1,18,16,30,53,12,8,7.7
2006,1,18,17,30,0,0,8,6.7
2006,1,18,18,30,0,0,8,6.2
2006,1,18,19,30,0,0,8,5.9
2006,1,18,20,30,0,0,8,5.6000000000000005
2006,1,18,21,30,0,0,8,5.1000000000000005
2006,1,18,22,30,0,0,7,4.800000000000001
2006,1,18,23,30,0,0,7,4.6000000000000005
2006,1,19,0,30,0,0,1,4.3
2006,1,19,1,30,0,0,0,3.8000000000000003
2006,1,19,2,30,0,0,0,3.4000000000000004
2006,1,19,3,30,0,0,0,2.8000000000000003
2006,1,19,4,30,0,0,0,2
2006,1,19,5,30,0,0,0,1.4000000000000001
2006,1,19,6,30,0,0,0,1.2000000000000002
2006,1,19,7,30,0,0,1,2.5
2006,1,19,8,30,150,656,0,4.7
2006,1,19,9,30,312,828,0,6.7
2006,1,19,10,30,434,874,0,8.8
2006,1,19,11,30,512,912,0,10.200000000000001
2006,1,19,12,30,530,920,0,10.8
2006,1,19,13,30,490,910,0,11.100000000000001
2006,1,19,14,30,391,859,0,10.8
2006,1,19,15,30,248,751,0,9.600000000000001
2006,1,19,16,30,85,495,0,7.800000000000001
2006,1,19,17,30,0,0,1,6.4
2006,1,19,18,30,0,0,0,5.4
2006,1,19,19,30,0,0,0,4.5
2006,1,19,20,30,0,0,0,3.8000000000000003
2006,1,19,21,30,0,0,0,3.4000000000000004
2006,1,19,22,30,0,0,0,3.1
2006,1,19,23,30,0,0,0,2.7
2006,1,20,0,30,0,0,0,2.2
2006,1,20,1,30,0,0,7,1.9000000000000001
2006,1,20,2,30,0,0,7,1.8
2006,1,20,3,30,0,0,7,1.9000000000000001
2006,1,20,4,30,0,0,0,1.8
2006,1,20,5,30,0,0,7,1.7000000000000002
2006,1,20,6,30,0,0,7,1.8
2006,1,20,7,30,0,0,7,3.3000000000000003
2006,1,20,8,30,10,0,6,5.5
2006,1,20,9,30,232,252,7,7
2006,1,20,10,30,334,382,7,8
2006,1,20,11,30,494,845,1,9
2006,1,20,12,30,512,858,0,9.700000000000001
2006,1,20,13,30,343,279,7,9.700000000000001
2006,1,20,14,30,191,16,4,9.200000000000001
2006,1,20,15,30,61,0,4,8.4
2006,1,20,16,30,15,0,8,7.300000000000001
2006,1,20,17,30,0,0,8,6.6000000000000005
2006,1,20,18,30,0,0,4,6.4
2006,1,20,19,30,0,0,8,6.300000000000001
2006,1,20,20,30,0,0,4,6.300000000000001
2006,1,20,21,30,0,0,1,6.2
2006,1,20,22,30,0,0,1,6.2
2006,1,20,23,30,0,0,1,6.1000000000000005
2006,1,21,0,30,0,0,1,6.1000000000000005
2006,1,21,1,30,0,0,1,6.1000000000000005
2006,1,21,2,30,0,0,1,6.1000000000000005
2006,1,21,3,30,0,0,4,6.1000000000000005
2006,1,21,4,30,0,0,7,6.2
2006,1,21,5,30,0,0,4,6.2
2006,1,21,6,30,0,0,7,6.2
2006,1,21,7,30,0,0,7,6.800000000000001
2006,1,21,8,30,67,8,7,7.800000000000001
2006,1,21,9,30,70,2,8,9
2006,1,21,10,30,200,40,8,10.200000000000001
2006,1,21,11,30,433,392,4,11.200000000000001
2006,1,21,12,30,404,360,8,11.8
2006,1,21,13,30,472,813,1,12.100000000000001
2006,1,21,14,30,376,752,1,11.8
2006,1,21,15,30,238,631,0,10.700000000000001
2006,1,21,16,30,82,377,0,9.4
2006,1,21,17,30,0,0,0,8.5
2006,1,21,18,30,0,0,1,8
2006,1,21,19,30,0,0,0,7.6000000000000005
2006,1,21,20,30,0,0,7,7
2006,1,21,21,30,0,0,0,5.9
2006,1,21,22,30,0,0,0,4.7
2006,1,21,23,30,0,0,0,3.9000000000000004
2006,1,22,0,30,0,0,0,3.4000000000000004
2006,1,22,1,30,0,0,0,2.9000000000000004
2006,1,22,2,30,0,0,0,2.5
2006,1,22,3,30,0,0,0,2.1
2006,1,22,4,30,0,0,0,1.8
2006,1,22,5,30,0,0,0,1.5
2006,1,22,6,30,0,0,0,1.4000000000000001
2006,1,22,7,30,0,0,0,2.6
2006,1,22,8,30,157,643,0,5
2006,1,22,9,30,319,813,0,7.7
2006,1,22,10,30,451,897,0,10.3
2006,1,22,11,30,526,924,0,12
2006,1,22,12,30,542,923,0,13
2006,1,22,13,30,501,909,0,13.4
2006,1,22,14,30,400,845,0,13
2006,1,22,15,30,257,735,0,11.100000000000001
2006,1,22,16,30,93,490,0,8.3
2006,1,22,17,30,0,0,0,6.6000000000000005
2006,1,22,18,30,0,0,0,5.6000000000000005
2006,1,22,19,30,0,0,0,4.7
2006,1,22,20,30,0,0,0,4
2006,1,22,21,30,0,0,0,3.5
2006,1,22,22,30,0,0,0,3.2
2006,1,22,23,30,0,0,1,3
2006,1,23,0,30,0,0,0,3
2006,1,23,1,30,0,0,0,3
2006,1,23,2,30,0,0,8,2.9000000000000004
2006,1,23,3,30,0,0,8,2.9000000000000004
2006,1,23,4,30,0,0,0,2.9000000000000004
2006,1,23,5,30,0,0,0,2.9000000000000004
2006,1,23,6,30,0,0,1,3.1
2006,1,23,7,30,0,0,1,4.9
2006,1,23,8,30,154,618,0,8
2006,1,23,9,30,315,795,0,10.9
2006,1,23,10,30,442,874,0,13.5
2006,1,23,11,30,520,908,0,15.600000000000001
2006,1,23,12,30,540,915,0,16.7
2006,1,23,13,30,497,897,0,16.8
2006,1,23,14,30,401,850,0,16
2006,1,23,15,30,259,748,0,14
2006,1,23,16,30,96,518,0,11.3
2006,1,23,17,30,0,0,0,9.5
2006,1,23,18,30,0,0,0,8.6
2006,1,23,19,30,0,0,0,7.9
2006,1,23,20,30,0,0,0,7.4
2006,1,23,21,30,0,0,0,7
2006,1,23,22,30,0,0,0,6.7
2006,1,23,23,30,0,0,0,6.5
2006,1,24,0,30,0,0,0,6.300000000000001
2006,1,24,1,30,0,0,0,6.2
2006,1,24,2,30,0,0,0,6.1000000000000005
2006,1,24,3,30,0,0,0,6.1000000000000005
2006,1,24,4,30,0,0,0,6
2006,1,24,5,30,0,0,0,6
2006,1,24,6,30,0,0,1,6.1000000000000005
2006,1,24,7,30,0,0,0,7
2006,1,24,8,30,159,649,0,9.3
2006,1,24,9,30,322,818,0,12
2006,1,24,10,30,451,894,0,14.3
2006,1,24,11,30,530,926,0,15.8
2006,1,24,12,30,547,928,0,16.6
2006,1,24,13,30,507,910,0,16.8
2006,1,24,14,30,409,861,0,16.5
2006,1,24,15,30,266,760,0,14.8
2006,1,24,16,30,101,531,0,12.4
2006,1,24,17,30,0,0,0,10.700000000000001
2006,1,24,18,30,0,0,0,9.700000000000001
2006,1,24,19,30,0,0,0,8.700000000000001
2006,1,24,20,30,0,0,0,7.9
2006,1,24,21,30,0,0,1,7.4
2006,1,24,22,30,0,0,0,7
2006,1,24,23,30,0,0,0,6.7
2006,1,25,0,30,0,0,0,6.5
2006,1,25,1,30,0,0,0,6.300000000000001
2006,1,25,2,30,0,0,0,6.2
2006,1,25,3,30,0,0,0,6
2006,1,25,4,30,0,0,0,5.800000000000001
2006,1,25,5,30,0,0,1,5.5
2006,1,25,6,30,0,0,1,5.5
2006,1,25,7,30,13,104,1,7.4
2006,1,25,8,30,153,564,1,10.600000000000001
2006,1,25,9,30,253,330,7,12.700000000000001
2006,1,25,10,30,386,512,7,13.4
2006,1,25,11,30,381,249,7,13.200000000000001
2006,1,25,12,30,378,206,7,12.600000000000001
2006,1,25,13,30,381,279,7,12.100000000000001
2006,1,25,14,30,392,731,0,11.8
2006,1,25,15,30,251,610,0,10.700000000000001
2006,1,25,16,30,91,338,0,9.1
2006,1,25,17,30,0,0,7,8.3
2006,1,25,18,30,0,0,7,8.5
2006,1,25,19,30,0,0,7,8.8
2006,1,25,20,30,0,0,7,8.8
2006,1,25,21,30,0,0,7,8.6
2006,1,25,22,30,0,0,4,8.3
2006,1,25,23,30,0,0,4,7.800000000000001
