Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,180633,-,-,-,34.45,-119.66,-8,325,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,DNI,GHI
2006,1,1,0,30,11.100000000000001,7,0,0
2006,1,1,1,30,11,7,0,0
2006,1,1,2,30,10.9,7,0,0
2006,1,1,3,30,10.9,7,0,0
2006,1,1,4,30,11,7,0,0
2006,1,1,5,30,11.100000000000001,7,0,0
2006,1,1,6,30,11.3,7,0,0
2006,1,1,7,30,11.8,6,0,12
2006,1,1,8,30,12.5,7,1,45
2006,1,1,9,30,12.8,7,3,91
2006,1,1,10,30,13.200000000000001,6,0,52
2006,1,1,11,30,13.600000000000001,6,0,81
2006,1,1,12,30,13.5,7,2,119
2006,1,1,13,30,13,7,0,26
2006,1,1,14,30,12.5,7,0,18
2006,1,1,15,30,12.4,7,1,46
2006,1,1,16,30,12.5,8,0,8
2006,1,1,17,30,13,8,0,0
2006,1,1,18,30,13.600000000000001,8,0,0
2006,1,1,19,30,14.200000000000001,7,0,0
2006,1,1,20,30,14.5,7,0,0
2006,1,1,21,30,14.600000000000001,7,0,0
2006,1,1,22,30,14.700000000000001,7,0,0
2006,1,1,23,30,14.700000000000001,7,0,0
2006,1,2,0,30,14.700000000000001,7,0,0
2006,1,2,1,30,14.600000000000001,6,0,0
2006,1,2,2,30,14.5,6,0,0
2006,1,2,3,30,14.4,7,0,0
2006,1,2,4,30,14.200000000000001,7,0,0
2006,1,2,5,30,14,7,0,0
2006,1,2,6,30,13.9,7,0,0
2006,1,2,7,30,14,7,0,10
2006,1,2,8,30,14,8,0,3
2006,1,2,9,30,13.700000000000001,7,20,151
2006,1,2,10,30,13.5,4,0,117
2006,1,2,11,30,13.700000000000001,3,0,23
2006,1,2,12,30,13.600000000000001,4,0,107
2006,1,2,13,30,12.9,4,0,34
2006,1,2,14,30,12.3,4,0,18
2006,1,2,15,30,12,8,0,4
2006,1,2,16,30,11.8,4,0,10
2006,1,2,17,30,11.600000000000001,3,0,0
2006,1,2,18,30,11.4,3,0,0
2006,1,2,19,30,11.200000000000001,3,0,0
2006,1,2,20,30,11,3,0,0
2006,1,2,21,30,10.8,1,0,0
2006,1,2,22,30,10.5,1,0,0
2006,1,2,23,30,10.3,1,0,0
2006,1,3,0,30,10,1,0,0
2006,1,3,1,30,9.700000000000001,0,0,0
2006,1,3,2,30,9.5,0,0,0
2006,1,3,3,30,9.200000000000001,0,0,0
2006,1,3,4,30,8.9,1,0,0
2006,1,3,5,30,8.700000000000001,7,0,0
2006,1,3,6,30,8.5,8,0,0
2006,1,3,7,30,9.3,3,0,21
2006,1,3,8,30,10.8,7,287,186
2006,1,3,9,30,12.4,7,502,346
2006,1,3,10,30,13.8,0,885,499
2006,1,3,11,30,14.700000000000001,0,913,565
2006,1,3,12,30,15,7,309,410
2006,1,3,13,30,14.9,7,191,349
2006,1,3,14,30,14.8,6,50,206
2006,1,3,15,30,13.600000000000001,4,44,156
2006,1,3,16,30,11.9,3,1,35
2006,1,3,17,30,10.700000000000001,3,0,0
2006,1,3,18,30,10,4,0,0
2006,1,3,19,30,9.600000000000001,3,0,0
2006,1,3,20,30,9.600000000000001,4,0,0
2006,1,3,21,30,9.9,7,0,0
2006,1,3,22,30,10.100000000000001,1,0,0
2006,1,3,23,30,10.3,7,0,0
2006,1,4,0,30,10.600000000000001,7,0,0
2006,1,4,1,30,11,1,0,0
2006,1,4,2,30,11.200000000000001,4,0,0
2006,1,4,3,30,11.4,1,0,0
2006,1,4,4,30,11.5,0,0,0
2006,1,4,5,30,11.600000000000001,0,0,0
2006,1,4,6,30,11.9,0,0,0
2006,1,4,7,30,12.9,0,329,43
2006,1,4,8,30,14.600000000000001,8,199,161
2006,1,4,9,30,16.2,7,106,229
2006,1,4,10,30,17.8,7,230,341
2006,1,4,11,30,19,7,262,401
2006,1,4,12,30,19.900000000000002,7,281,410
2006,1,4,13,30,20.200000000000003,4,179,367
2006,1,4,14,30,19.6,8,455,330
2006,1,4,15,30,18,8,206,171
2006,1,4,16,30,16.2,7,6,40
2006,1,4,17,30,15.4,7,0,0
2006,1,4,18,30,15.100000000000001,7,0,0
2006,1,4,19,30,15.100000000000001,7,0,0
2006,1,4,20,30,15.100000000000001,4,0,0
2006,1,4,21,30,15.3,0,0,0
2006,1,4,22,30,15.4,3,0,0
2006,1,4,23,30,15.5,1,0,0
2006,1,5,0,30,15.600000000000001,4,0,0
2006,1,5,1,30,15.8,0,0,0
2006,1,5,2,30,16,3,0,0
2006,1,5,3,30,16,0,0,0
2006,1,5,4,30,16.1,0,0,0
2006,1,5,5,30,16.1,1,0,0
2006,1,5,6,30,16.2,0,0,0
2006,1,5,7,30,16.6,1,352,45
2006,1,5,8,30,17.400000000000002,0,695,213
2006,1,5,9,30,18.3,0,830,377
2006,1,5,10,30,19.1,0,888,499
2006,1,5,11,30,19.900000000000002,0,915,567
2006,1,5,12,30,20.400000000000002,0,915,571
2006,1,5,13,30,20.400000000000002,1,893,512
2006,1,5,14,30,19.700000000000003,8,454,325
2006,1,5,15,30,18.400000000000002,4,65,164
2006,1,5,16,30,17,3,1,38
2006,1,5,17,30,16.2,7,0,0
2006,1,5,18,30,15.700000000000001,4,0,0
2006,1,5,19,30,15.600000000000001,3,0,0
2006,1,5,20,30,15.600000000000001,0,0,0
2006,1,5,21,30,15.600000000000001,1,0,0
