Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,209690,-,-,-,34.13,-117.94,-8,173,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,DNI,GHI
2006,1,1,0,30,11,7,0,0
2006,1,1,1,30,10.8,8,0,0
2006,1,1,2,30,10.8,4,0,0
2006,1,1,3,30,10.8,7,0,0
2006,1,1,4,30,10.700000000000001,7,0,0
2006,1,1,5,30,10.4,8,0,0
2006,1,1,6,30,10.200000000000001,7,0,0
2006,1,1,7,30,10.700000000000001,7,2,33
2006,1,1,8,30,11.600000000000001,8,66,149
2006,1,1,9,30,12.4,7,28,182
2006,1,1,10,30,13.100000000000001,6,4,142
2006,1,1,11,30,13.8,6,1,101
2006,1,1,12,30,14.5,7,3,138
2006,1,1,13,30,14.5,7,0,38
2006,1,1,14,30,14,7,9,118
2006,1,1,15,30,13.100000000000001,4,0,58
2006,1,1,16,30,12.100000000000001,8,0,17
2006,1,1,17,30,11.700000000000001,7,0,0
2006,1,1,18,30,11.700000000000001,8,0,0
2006,1,1,19,30,12.200000000000001,4,0,0
2006,1,1,20,30,12.8,3,0,0
2006,1,1,21,30,13.3,1,0,0
2006,1,1,22,30,13.600000000000001,4,0,0
2006,1,1,23,30,13.8,8,0,0
2006,1,2,0,30,13.9,4,0,0
2006,1,2,1,30,14,4,0,0
2006,1,2,2,30,14.100000000000001,8,0,0
2006,1,2,3,30,14,7,0,0
2006,1,2,4,30,13.9,4,0,0
2006,1,2,5,30,13.8,7,0,0
2006,1,2,6,30,13.700000000000001,7,0,0
2006,1,2,7,30,13.700000000000001,7,0,17
2006,1,2,8,30,13.9,7,0,11
2006,1,2,9,30,14.200000000000001,7,1,66
2006,1,2,10,30,14.600000000000001,7,0,37
2006,1,2,11,30,14.700000000000001,7,1,89
2006,1,2,12,30,14.5,7,0,60
2006,1,2,13,30,14.3,4,0,20
2006,1,2,14,30,13.5,8,0,6
2006,1,2,15,30,12.4,4,0,7
2006,1,2,16,30,11.5,3,0,17
2006,1,2,17,30,10.9,4,0,0
2006,1,2,18,30,10.700000000000001,1,0,0
2006,1,2,19,30,10.600000000000001,1,0,0
2006,1,2,20,30,10.200000000000001,1,0,0
2006,1,2,21,30,9.600000000000001,1,0,0
2006,1,2,22,30,9.3,4,0,0
2006,1,2,23,30,9.1,1,0,0
2006,1,3,0,30,8.9,1,0,0
2006,1,3,1,30,8.4,0,0,0
2006,1,3,2,30,8,0,0,0
2006,1,3,3,30,7.7,0,0,0
2006,1,3,4,30,7.6000000000000005,0,0,0
2006,1,3,5,30,7.6000000000000005,0,0,0
2006,1,3,6,30,7.7,1,0,0
2006,1,3,7,30,8.5,7,8,45
2006,1,3,8,30,10.200000000000001,8,155,183
2006,1,3,9,30,12,0,786,392
2006,1,3,10,30,14,3,35,279
2006,1,3,11,30,15.5,3,367,477
2006,1,3,12,30,16.400000000000002,2,124,392
2006,1,3,13,30,16.6,0,878,503
2006,1,3,14,30,16,0,807,379
2006,1,3,15,30,14.4,4,41,146
2006,1,3,16,30,12,3,0,26
2006,1,3,17,30,10.200000000000001,1,0,0
2006,1,3,18,30,9.3,0,0,0
2006,1,3,19,30,8.8,0,0,0
2006,1,3,20,30,8.4,1,0,0
2006,1,3,21,30,8,4,0,0
2006,1,3,22,30,7.7,0,0,0
2006,1,3,23,30,7.6000000000000005,3,0,0
2006,1,4,0,30,7.9,0,0,0
2006,1,4,1,30,8.8,0,0,0
