Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,209677,-,-,-,34.65,-117.94,-8,765,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,DNI,GHI
2006,1,1,0,30,5.9,4,0,0
2006,1,1,1,30,5.7,7,0,0
2006,1,1,2,30,5.800000000000001,7,0,0
2006,1,1,3,30,6,7,0,0
2006,1,1,4,30,6.2,7,0,0
2006,1,1,5,30,6.2,7,0,0
2006,1,1,6,30,6.2,4,0,0
2006,1,1,7,30,6.9,7,3,36
2006,1,1,8,30,7.9,7,88,159
2006,1,1,9,30,9,7,5,115
2006,1,1,10,30,10,6,1,108
2006,1,1,11,30,10.700000000000001,6,2,127
2006,1,1,12,30,11.3,6,2,139
2006,1,1,13,30,11.3,7,24,209
2006,1,1,14,30,10.700000000000001,7,2,89
2006,1,1,15,30,9.700000000000001,7,10,92
2006,1,1,16,30,8.9,7,0,11
2006,1,1,17,30,8.3,7,0,0
2006,1,1,18,30,8.3,7,0,0
2006,1,1,19,30,8.700000000000001,7,0,0
2006,1,1,20,30,9.4,7,0,0
2006,1,1,21,30,10.3,7,0,0
2006,1,1,22,30,11,7,0,0
2006,1,1,23,30,11.4,7,0,0
2006,1,2,0,30,11.600000000000001,7,0,0
2006,1,2,1,30,11.9,0,0,0
2006,1,2,2,30,12,8,0,0
2006,1,2,3,30,11.9,1,0,0
2006,1,2,4,30,11.8,7,0,0
2006,1,2,5,30,11.600000000000001,7,0,0
2006,1,2,6,30,11.5,7,0,0
2006,1,2,7,30,11.5,7,3,34
2006,1,2,8,30,11.8,7,0,39
2006,1,2,9,30,12.4,6,0,15
2006,1,2,10,30,12.700000000000001,6,0,40
2006,1,2,11,30,12.4,7,0,17
2006,1,2,12,30,11.9,8,143,341
2006,1,2,13,30,11.600000000000001,7,417,419
2006,1,2,14,30,11,7,344,308
2006,1,2,15,30,9.700000000000001,7,319,189
2006,1,2,16,30,8.700000000000001,0,194,37
2006,1,2,17,30,8.200000000000001,0,0,0
2006,1,2,18,30,8.1,1,0,0
2006,1,2,19,30,8,0,0,0
2006,1,2,20,30,7.7,0,0,0
2006,1,2,21,30,7.2,0,0,0
2006,1,2,22,30,6.800000000000001,0,0,0
2006,1,2,23,30,6.5,0,0,0
2006,1,3,0,30,5.9,0,0,0
2006,1,3,1,30,5.2,0,0,0
2006,1,3,2,30,4.7,0,0,0
