Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,216402,-,-,-,34.05,-117.54,-8,299,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,DNI,GHI
2006,1,1,0,30,10.700000000000001,0,0,0
2006,1,1,1,30,10.5,7,0,0
2006,1,1,2,30,10.4,7,0,0
2006,1,1,3,30,10.3,7,0,0
2006,1,1,4,30,10,7,0,0
2006,1,1,5,30,9.600000000000001,7,0,0
2006,1,1,6,30,9.5,7,0,0
2006,1,1,7,30,10,7,1,30
2006,1,1,8,30,10.9,7,31,127
2006,1,1,9,30,11.700000000000001,7,18,170
2006,1,1,10,30,12.5,7,3,133
2006,1,1,11,30,13.4,7,5,159
2006,1,1,12,30,14.3,7,3,139
2006,1,1,13,30,14.700000000000001,7,56,245
2006,1,1,14,30,14.4,7,24,149
2006,1,1,15,30,13.100000000000001,8,0,15
2006,1,1,16,30,11.3,4,0,11
2006,1,1,17,30,10.600000000000001,7,0,0
2006,1,1,18,30,10.700000000000001,7,0,0
2006,1,1,19,30,11,7,0,0
2006,1,1,20,30,11.600000000000001,0,0,0
2006,1,1,21,30,12.100000000000001,0,0,0
2006,1,1,22,30,12.600000000000001,1,0,0
2006,1,1,23,30,12.9,0,0,0
2006,1,2,0,30,13.100000000000001,0,0,0
2006,1,2,1,30,13.100000000000001,0,0,0
2006,1,2,2,30,13.200000000000001,8,0,0
2006,1,2,3,30,13.100000000000001,4,0,0
2006,1,2,4,30,13,7,0,0
2006,1,2,5,30,12.8,7,0,0
2006,1,2,6,30,12.700000000000001,7,0,0
2006,1,2,7,30,12.700000000000001,6,0,20
2006,1,2,8,30,12.9,7,0,10
2006,1,2,9,30,13.100000000000001,7,0,12
2006,1,2,10,30,13.5,7,0,30
2006,1,2,11,30,13.9,6,0,56
2006,1,2,12,30,13.9,7,0,57
2006,1,2,13,30,13.700000000000001,8,0,50
2006,1,2,14,30,13.100000000000001,7,53,192
2006,1,2,15,30,11.9,7,4,72
2006,1,2,16,30,10.700000000000001,8,2,25
2006,1,2,17,30,9.9,0,0,0
2006,1,2,18,30,9.4,1,0,0
2006,1,2,19,30,9.1,4,0,0
2006,1,2,20,30,8.8,0,0,0
2006,1,2,21,30,8.5,0,0,0
2006,1,2,22,30,8.200000000000001,0,0,0
2006,1,2,23,30,8,0,0,0
2006,1,3,0,30,7.800000000000001,0,0,0
2006,1,3,1,30,7.4,0,0,0
2006,1,3,2,30,7,0,0,0
2006,1,3,3,30,6.5,0,0,0
2006,1,3,4,30,6.4,0,0,0
2006,1,3,5,30,6.4,0,0,0
2006,1,3,6,30,6.4,0,0,0
2006,1,3,7,30,7.2,0,402,69
2006,1,3,8,30,8.8,7,420,225
2006,1,3,9,30,10.600000000000001,8,534,366
2006,1,3,10,30,13,0,916,527
2006,1,3,11,30,15.200000000000001,8,691,542
2006,1,3,12,30,16.400000000000002,0,946,582
2006,1,3,13,30,16.8,0,911,509
2006,1,3,14,30,16.400000000000002,0,848,384
2006,1,3,15,30,14.5,0,703,215
2006,1,3,16,30,11.8,0,355,44
2006,1,3,17,30,9.9,0,0,0
2006,1,3,18,30,9,0,0,0
2006,1,3,19,30,8.4,0,0,0
2006,1,3,20,30,7.9,0,0,0
2006,1,3,21,30,7.6000000000000005,4,0,0
2006,1,3,22,30,7.2,7,0,0
2006,1,3,23,30,7,4,0,0
2006,1,4,0,30,6.9,8,0,0
2006,1,4,1,30,7.4,7,0,0
2006,1,4,2,30,8.200000000000001,7,0,0
2006,1,4,3,30,8.3,7,0,0
2006,1,4,4,30,8.1,7,0,0
2006,1,4,5,30,8,7,0,0
2006,1,4,6,30,9.1,7,0,0
