Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,209692,-,-,-,34.05,-117.94,-8,118,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,DNI,GHI
2006,1,1,0,30,11.600000000000001,7,0,0
2006,1,1,1,30,11.4,7,0,0
2006,1,1,2,30,11.4,4,0,0
2006,1,1,3,30,11.3,7,0,0
2006,1,1,4,30,11.100000000000001,7,0,0
2006,1,1,5,30,10.8,7,0,0
2006,1,1,6,30,10.5,7,0,0
2006,1,1,7,30,11,7,2,31
2006,1,1,8,30,11.9,8,191,178
2006,1,1,9,30,12.700000000000001,7,31,186
2006,1,1,10,30,13.200000000000001,6,7,160
2006,1,1,11,30,13.9,6,1,118
2006,1,1,12,30,14.5,7,12,194
2006,1,1,13,30,14.5,7,0,40
2006,1,1,14,30,14,7,12,129
2006,1,1,15,30,13.200000000000001,7,4,70
2006,1,1,16,30,12.4,8,0,15
2006,1,1,17,30,12,6,0,0
2006,1,1,18,30,12.100000000000001,8,0,0
2006,1,1,19,30,12.5,4,0,0
2006,1,1,20,30,13.100000000000001,3,0,0
2006,1,1,21,30,13.5,4,0,0
2006,1,1,22,30,13.8,4,0,0
2006,1,1,23,30,13.9,1,0,0
2006,1,2,0,30,13.9,8,0,0
2006,1,2,1,30,14,4,0,0
2006,1,2,2,30,14,7,0,0
2006,1,2,3,30,14,7,0,0
2006,1,2,4,30,13.9,4,0,0
2006,1,2,5,30,13.8,7,0,0
2006,1,2,6,30,13.700000000000001,7,0,0
2006,1,2,7,30,13.700000000000001,7,0,17
2006,1,2,8,30,13.9,7,0,30
2006,1,2,9,30,14.200000000000001,7,0,57
2006,1,2,10,30,14.600000000000001,7,0,46
2006,1,2,11,30,14.700000000000001,8,2,124
2006,1,2,12,30,14.600000000000001,7,0,34
2006,1,2,13,30,14.3,7,1,94
2006,1,2,14,30,13.600000000000001,8,304,298
2006,1,2,15,30,12.5,4,0,7
2006,1,2,16,30,11.600000000000001,3,0,21
2006,1,2,17,30,11.200000000000001,3,0,0
2006,1,2,18,30,10.9,3,0,0
2006,1,2,19,30,10.8,3,0,0
2006,1,2,20,30,10.4,0,0,0
2006,1,2,21,30,9.8,1,0,0
2006,1,2,22,30,9.5,3,0,0
2006,1,2,23,30,9.4,1,0,0
2006,1,3,0,30,9.200000000000001,0,0,0
2006,1,3,1,30,8.8,0,0,0
2006,1,3,2,30,8.4,0,0,0
2006,1,3,3,30,8.200000000000001,0,0,0
2006,1,3,4,30,8.1,0,0,0
2006,1,3,5,30,8.3,0,0,0
2006,1,3,6,30,8.200000000000001,1,0,0
2006,1,3,7,30,9,7,8,45
2006,1,3,8,30,10.5,8,179,182
2006,1,3,9,30,12.200000000000001,0,778,392
2006,1,3,10,30,14,0,886,517
2006,1,3,11,30,15.5,3,255,446
2006,1,3,12,30,16.3,8,523,484
2006,1,3,13,30,16.5,0,878,504
2006,1,3,14,30,16,0,806,380
2006,1,3,15,30,14.4,8,261,177
2006,1,3,16,30,12.100000000000001,3,1,30
2006,1,3,17,30,10.4,1,0,0
2006,1,3,18,30,9.600000000000001,0,0,0
2006,1,3,19,30,9.1,0,0,0
2006,1,3,20,30,8.8,3,0,0
2006,1,3,21,30,8.5,4,0,0
2006,1,3,22,30,8.200000000000001,0,0,0
2006,1,3,23,30,8.1,3,0,0
2006,1,4,0,30,8.4,1,0,0
2006,1,4,1,30,9.200000000000001,0,0,0
2006,1,4,2,30,9.9,7,0,0
2006,1,4,3,30,9.9,7,0,0
2006,1,4,4,30,9.8,7,0,0
2006,1,4,5,30,9.9,0,0,0
2006,1,4,6,30,10.700000000000001,0,0,0
2006,1,4,7,30,12.9,0,400,62
2006,1,4,8,30,15.8,0,708,234
2006,1,4,9,30,18.8,0,828,392
2006,1,4,10,30,21.400000000000002,8,234,352
2006,1,4,11,30,23.200000000000003,4,71,346
2006,1,4,12,30,24,8,565,493
2006,1,4,13,30,23.900000000000002,8,436,397
2006,1,4,14,30,22.6,8,293,283
2006,1,4,15,30,19.900000000000002,4,176,171
2006,1,4,16,30,17.2,7,11,37
2006,1,4,17,30,15.8,7,0,0
2006,1,4,18,30,15.200000000000001,7,0,0
2006,1,4,19,30,14.9,3,0,0
2006,1,4,20,30,14.700000000000001,7,0,0
2006,1,4,21,30,14.5,4,0,0
2006,1,4,22,30,14.3,4,0,0
2006,1,4,23,30,14.100000000000001,4,0,0
2006,1,5,0,30,13.9,1,0,0
2006,1,5,1,30,13.8,3,0,0
2006,1,5,2,30,13.700000000000001,0,0,0
2006,1,5,3,30,13.700000000000001,0,0,0
2006,1,5,4,30,13.600000000000001,0,0,0
2006,1,5,5,30,13.600000000000001,1,0,0
2006,1,5,6,30,14,3,0,0
2006,1,5,7,30,15.5,7,18,46
2006,1,5,8,30,18.2,4,4,116
2006,1,5,9,30,21.200000000000003,3,77,266
2006,1,5,10,30,23.700000000000003,0,915,523
2006,1,5,11,30,25.400000000000002,0,936,583
2006,1,5,12,30,26.400000000000002,1,933,580
2006,1,5,13,30,26.5,0,901,513
2006,1,5,14,30,25.1,0,831,389
2006,1,5,15,30,22.1,1,687,222
2006,1,5,16,30,19.3,3,1,32
2006,1,5,17,30,17.900000000000002,4,0,0
2006,1,5,18,30,17.2,3,0,0
2006,1,5,19,30,16.7,7,0,0
2006,1,5,20,30,16.2,1,0,0
2006,1,5,21,30,15.600000000000001,0,0,0
2006,1,5,22,30,15.100000000000001,0,0,0
2006,1,5,23,30,14.8,0,0,0
2006,1,6,0,30,14.5,0,0,0
2006,1,6,1,30,14.3,3,0,0
2006,1,6,2,30,13.9,0,0,0
2006,1,6,3,30,13.600000000000001,0,0,0
2006,1,6,4,30,13.5,0,0,0
2006,1,6,5,30,13.200000000000001,0,0,0
2006,1,6,6,30,13.8,0,0,0
2006,1,6,7,30,15.9,0,471,69
2006,1,6,8,30,18.6,0,768,251
2006,1,6,9,30,21.200000000000003,0,887,418
2006,1,6,10,30,23.700000000000003,0,949,540
2006,1,6,11,30,25.700000000000003,0,973,603
2006,1,6,12,30,26.8,0,974,601
2006,1,6,13,30,26.900000000000002,0,952,534
2006,1,6,14,30,25.6,0,891,408
2006,1,6,15,30,23,0,758,237
2006,1,6,16,30,20.6,0,431,57
2006,1,6,17,30,19.3,0,0,0
2006,1,6,18,30,18,3,0,0
2006,1,6,19,30,16.5,3,0,0
2006,1,6,20,30,15.600000000000001,3,0,0
2006,1,6,21,30,15.100000000000001,4,0,0
2006,1,6,22,30,14.700000000000001,4,0,0
2006,1,6,23,30,14.100000000000001,7,0,0
2006,1,7,0,30,13.3,7,0,0
2006,1,7,1,30,12.8,0,0,0
2006,1,7,2,30,12.4,1,0,0
2006,1,7,3,30,11.9,0,0,0
2006,1,7,4,30,11.5,0,0,0
2006,1,7,5,30,11.100000000000001,1,0,0
2006,1,7,6,30,11.200000000000001,3,0,0
2006,1,7,7,30,13,0,306,58
2006,1,7,8,30,15.700000000000001,0,619,229
2006,1,7,9,30,17.900000000000002,1,763,393
2006,1,7,10,30,19.700000000000003,0,861,520
2006,1,7,11,30,20.700000000000003,0,896,584
2006,1,7,12,30,21.1,0,905,584
2006,1,7,13,30,20.900000000000002,0,883,519
2006,1,7,14,30,20.1,0,813,393
2006,1,7,15,30,17.7,0,678,227
2006,1,7,16,30,14.700000000000001,0,360,54
2006,1,7,17,30,13.100000000000001,0,0,0
2006,1,7,18,30,12.200000000000001,0,0,0
2006,1,7,19,30,11.600000000000001,0,0,0
2006,1,7,20,30,11,0,0,0
2006,1,7,21,30,10.600000000000001,0,0,0
2006,1,7,22,30,10.200000000000001,0,0,0
2006,1,7,23,30,9.600000000000001,0,0,0
2006,1,8,0,30,9,0,0,0
2006,1,8,1,30,8.5,0,0,0
2006,1,8,2,30,8.200000000000001,0,0,0
2006,1,8,3,30,7.9,0,0,0
2006,1,8,4,30,7.7,0,0,0
2006,1,8,5,30,7.6000000000000005,0,0,0
2006,1,8,6,30,8,0,0,0
2006,1,8,7,30,10,3,3,44
2006,1,8,8,30,13.100000000000001,0,676,240
2006,1,8,9,30,16.400000000000002,0,807,406
2006,1,8,10,30,19.1,0,845,520
2006,1,8,11,30,21,0,891,587
2006,1,8,12,30,22.200000000000003,0,902,588
2006,1,8,13,30,22.6,0,853,517
2006,1,8,14,30,21.8,0,799,396
2006,1,8,15,30,19,0,653,227
2006,1,8,16,30,15.600000000000001,0,292,53
2006,1,8,17,30,13.8,1,0,0
2006,1,8,18,30,13,0,0,0
2006,1,8,19,30,12.3,0,0,0
2006,1,8,20,30,11.700000000000001,0,0,0
2006,1,8,21,30,11.4,0,0,0
2006,1,8,22,30,11.200000000000001,0,0,0
2006,1,8,23,30,11.100000000000001,0,0,0
2006,1,9,0,30,11,0,0,0
2006,1,9,1,30,10.9,0,0,0
2006,1,9,2,30,10.8,0,0,0
2006,1,9,3,30,10.600000000000001,0,0,0
2006,1,9,4,30,10.4,0,0,0
2006,1,9,5,30,10.3,0,0,0
2006,1,9,6,30,10.700000000000001,0,0,0
2006,1,9,7,30,12.5,0,341,61
2006,1,9,8,30,15.200000000000001,0,670,236
2006,1,9,9,30,17.6,0,814,404
2006,1,9,10,30,19.5,0,863,522
2006,1,9,11,30,20.900000000000002,0,890,586
2006,1,9,12,30,21.8,0,889,585
2006,1,9,13,30,22,0,881,524
2006,1,9,14,30,21.400000000000002,1,814,400
2006,1,9,15,30,18.8,1,672,232
2006,1,9,16,30,15.4,1,318,56
2006,1,9,17,30,13.600000000000001,1,0,0
2006,1,9,18,30,12.9,1,0,0
2006,1,9,19,30,12.4,0,0,0
2006,1,9,20,30,11.8,0,0,0
2006,1,9,21,30,11.3,0,0,0
2006,1,9,22,30,10.9,0,0,0
2006,1,9,23,30,10.700000000000001,0,0,0
2006,1,10,0,30,10.4,0,0,0
2006,1,10,1,30,10.100000000000001,0,0,0
2006,1,10,2,30,9.700000000000001,0,0,0
2006,1,10,3,30,9.4,0,0,0
2006,1,10,4,30,9.200000000000001,0,0,0
2006,1,10,5,30,8.9,0,0,0
2006,1,10,6,30,9.5,0,0,0
2006,1,10,7,30,11.8,1,255,56
2006,1,10,8,30,14.9,0,591,228
2006,1,10,9,30,17.900000000000002,0,743,394
2006,1,10,10,30,20.400000000000002,0,866,526
2006,1,10,11,30,21.8,0,894,591
2006,1,10,12,30,22.3,0,895,590
2006,1,10,13,30,22.1,0,866,525
