Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,213044,-,-,-,33.77,-117.74,-8,277,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,DNI,GHI
2006,1,1,0,30,11.8,0,0,0
2006,1,1,1,30,11.700000000000001,7,0,0
2006,1,1,2,30,11.600000000000001,1,0,0
2006,1,1,3,30,11.4,8,0,0
2006,1,1,4,30,11.200000000000001,8,0,0
2006,1,1,5,30,10.9,4,0,0
2006,1,1,6,30,10.700000000000001,7,0,0
2006,1,1,7,30,11.200000000000001,7,1,30
2006,1,1,8,30,11.9,3,68,166
2006,1,1,9,30,12.600000000000001,7,4,109
2006,1,1,10,30,13.200000000000001,7,9,169
2006,1,1,11,30,14,7,31,247
2006,1,1,12,30,14.700000000000001,7,33,250
2006,1,1,13,30,15,8,27,205
2006,1,1,14,30,14.600000000000001,4,0,80
2006,1,1,15,30,13.600000000000001,8,47,98
2006,1,1,16,30,12.3,8,0,15
2006,1,1,17,30,11.9,7,0,0
2006,1,1,18,30,12.100000000000001,4,0,0
2006,1,1,19,30,12.3,1,0,0
2006,1,1,20,30,12.700000000000001,0,0,0
2006,1,1,21,30,13.100000000000001,0,0,0
2006,1,1,22,30,13.3,0,0,0
2006,1,1,23,30,13.5,0,0,0
2006,1,2,0,30,13.5,0,0,0
2006,1,2,1,30,13.600000000000001,4,0,0
2006,1,2,2,30,13.600000000000001,4,0,0
2006,1,2,3,30,13.600000000000001,7,0,0
2006,1,2,4,30,13.5,7,0,0
2006,1,2,5,30,13.4,8,0,0
2006,1,2,6,30,13.3,7,0,0
2006,1,2,7,30,13.4,7,0,11
2006,1,2,8,30,13.5,8,0,40
2006,1,2,9,30,13.8,7,3,90
2006,1,2,10,30,14,8,0,51
2006,1,2,11,30,14.3,7,0,27
2006,1,2,12,30,14.4,7,11,171
2006,1,2,13,30,14.3,7,0,67
2006,1,2,14,30,13.700000000000001,7,13,142
2006,1,2,15,30,12.700000000000001,8,0,4
2006,1,2,16,30,11.8,4,0,20
2006,1,2,17,30,11.200000000000001,0,0,0
2006,1,2,18,30,10.9,0,0,0
2006,1,2,19,30,10.700000000000001,0,0,0
2006,1,2,20,30,10.5,0,0,0
2006,1,2,21,30,10.100000000000001,0,0,0
2006,1,2,22,30,9.9,0,0,0
2006,1,2,23,30,9.600000000000001,0,0,0
2006,1,3,0,30,9.4,0,0,0
2006,1,3,1,30,9.1,0,0,0
2006,1,3,2,30,8.8,0,0,0
2006,1,3,3,30,8.5,0,0,0
2006,1,3,4,30,8.5,0,0,0
2006,1,3,5,30,8.6,0,0,0
2006,1,3,6,30,8.700000000000001,0,0,0
2006,1,3,7,30,9.200000000000001,7,1,30
2006,1,3,8,30,10.4,8,419,229
2006,1,3,9,30,11.700000000000001,7,358,328
2006,1,3,10,30,13.4,0,903,525
2006,1,3,11,30,14.8,0,935,586
2006,1,3,12,30,15.700000000000001,2,274,448
2006,1,3,13,30,16,0,902,513
2006,1,3,14,30,15.600000000000001,0,832,385
2006,1,3,15,30,14.200000000000001,4,218,177
2006,1,3,16,30,12.100000000000001,0,349,47
2006,1,3,17,30,10.600000000000001,0,0,0
2006,1,3,18,30,9.9,0,0,0
2006,1,3,19,30,9.5,0,0,0
2006,1,3,20,30,9.200000000000001,0,0,0
2006,1,3,21,30,9,4,0,0
2006,1,3,22,30,8.9,1,0,0
2006,1,3,23,30,8.8,4,0,0
2006,1,4,0,30,8.8,0,0,0
2006,1,4,1,30,9.200000000000001,0,0,0
2006,1,4,2,30,9.700000000000001,7,0,0
2006,1,4,3,30,9.9,7,0,0
2006,1,4,4,30,9.8,7,0,0
2006,1,4,5,30,9.9,7,0,0
2006,1,4,6,30,10.700000000000001,0,0,0
2006,1,4,7,30,13.200000000000001,0,438,68
2006,1,4,8,30,16.3,0,731,242
