Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,150441,-,-,-,37.13,-121.54,-8,615,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Cloud Type,DNI,GHI
2006,1,1,0,30,4.2,0,0,0
2006,1,1,1,30,3.9000000000000004,7,0,0
2006,1,1,2,30,3.7,7,0,0
2006,1,1,3,30,3.5,7,0,0
2006,1,1,4,30,3.5,7,0,0
2006,1,1,5,30,3.8000000000000003,6,0,0
2006,1,1,6,30,4.5,6,0,0
2006,1,1,7,30,5.6000000000000005,6,0,2
2006,1,1,8,30,6.9,6,0,16
2006,1,1,9,30,8,6,0,22
2006,1,1,10,30,8.6,6,0,38
2006,1,1,11,30,8.700000000000001,6,0,38
2006,1,1,12,30,8.8,6,0,25
2006,1,1,13,30,8.9,6,0,64
2006,1,1,14,30,9.3,6,1,64
2006,1,1,15,30,9.5,9,0,11
2006,1,1,16,30,9.4,6,0,7
2006,1,1,17,30,9.200000000000001,9,0,0
2006,1,1,18,30,8.9,6,0,0
2006,1,1,19,30,8.3,6,0,0
2006,1,1,20,30,7.7,6,0,0
2006,1,1,21,30,7.2,6,0,0
2006,1,1,22,30,6.9,6,0,0
2006,1,1,23,30,6.7,6,0,0
2006,1,2,0,30,6.5,6,0,0
2006,1,2,1,30,6.2,6,0,0
2006,1,2,2,30,6,6,0,0
2006,1,2,3,30,5.9,6,0,0
2006,1,2,4,30,6,6,0,0
2006,1,2,5,30,6.2,9,0,0
2006,1,2,6,30,6.4,6,0,0
2006,1,2,7,30,6.7,6,0,3
2006,1,2,8,30,7.300000000000001,6,2,49
2006,1,2,9,30,8.200000000000001,6,0,19
2006,1,2,10,30,9.200000000000001,6,0,9
